edd_ratio,bh_mass_lg_mass,a,b,c,d
0.014806029893074226,7.943122663087563,-32.84036021396992,0.000374564805882245,-0.0912830135690388,15.6949815882679
0.17690537169335774,7.377248423700053,-33.09572460144125,0.00037472006874772647,-0.09147966613568861,15.822682162578985
0.017876502635850198,8.633448825118867,-34.41395052838398,0.00037450426671224626,-0.09569257989287044,16.447025474695735
0.01476487111481174,8.491366975644873,-34.12908231832982,0.00037494572673754754,-0.09493188025731351,16.31081178145918
0.07359783844719082,8.31749288970742,-26.446055188019248,0.00037566809133074544,9.267739540501832,23.019087918980315
0.022086691559216852,8.10468499779592,-33.29518951227007,0.0003743153934966507,-0.1071879106815875,15.909674266764345
0.014657210902132737,8.873248101778326,-34.93807858161928,0.0003748152370308311,-0.06530902898932478,16.751427195278914
0.016506485855399232,8.254608675925981,-33.470963795097646,0.00037459142222986974,-0.0930278061499394,15.99634766449967
0.025948097595225508,8.765080940938724,-24.035267316800738,0.00037502425694293563,2.861227472666596,26.98445886907392
0.026781120667748463,7.818740621803162,-22.5289662146923,0.0003751029460601706,2.6818171849191677,25.293481441625577
0.021640863862955544,7.4366273840514525,-32.072941481216766,0.0003745789441442605,-0.08918441058108366,15.328201438255938
0.010744616509464807,8.234257580914502,-33.47830421411358,0.0003750322705105544,-0.06254786324826224,16.051460880167568
0.01182823826889566,8.359832354167063,-22.329496844422557,0.00037531192663252573,2.787023172802821,24.455219178022
0.01107993241999752,8.231649622574057,-23.00855411840537,0.00037532071560914015,3.1291435054747208,25.723197787864844
0.023387974042307875,7.079006438837162,-31.351712316168065,0.00037466937998854584,-0.08660109643507645,14.988578642831355
0.017241373383310683,8.215128921779787,-22.55981020181683,0.00037479107124288743,2.8157992701986423,24.707433187013493
0.04099712547739405,7.175781088012485,-30.269607320108925,0.0003742824535076833,-0.09747819878851374,14.464012046604175
0.029919594236668106,8.480178793292843,-34.416810739567595,0.0003747370494568916,-0.06429408505278073,16.501431073304396
0.017796684496605406,7.704386600590515,-20.932054777093263,0.00037473030428947636,2.491068734237235,23.50105807098497
0.06420323985496283,7.504121031695143,-22.5666606470954,0.0003749825405036994,2.686305471691871,25.335800096970573
0.016967141174459955,7.673273863868925,-32.30810967918231,0.00037462746018350875,-0.08978672859456052,15.440722337421366
0.010978982865729122,8.724669960170798,-34.27530006063776,0.0003749503043020073,-0.09470326272570312,16.3865627665107
0.018927112762979946,8.928937772407576,-24.19273361825212,0.00037501427223386643,2.8795219183784457,27.1616722789716
0.012828797482097719,7.481723818134215,-30.85143693473356,0.00037417199729327603,-0.09931282906111143,14.742024318470374
0.023246235999199012,7.4057457270453035,-21.50363682897185,0.0003750773567382751,2.559299957485167,24.14255243261516
0.016989988882072538,7.331158884925005,-22.42958801021315,0.0003755861676364363,2.12277917457929,23.690347338858736
0.03587231519107461,7.570296992023355,-22.39796511795912,0.00037503873192044955,2.6658739973554213,25.146541359253685
0.01953194715667603,7.500377406913367,-32.2715083636278,0.00037478137695399897,-0.08979584509349231,15.422676138624869
0.12449169504884093,8.143884513530999,-23.784083997048,0.0003755337376564027,2.9686374145795247,26.04828036564948
0.02544261535947519,7.44457029076246,-20.74961340533582,0.0003748819314128249,1.5103133269015618,25.217425132439715
0.011082586672637222,7.739443472314164,-21.73253276620331,0.00037565094719986243,2.7123959626398637,23.801524173883507
0.020509467813345263,7.772938015188499,-32.369807713858194,0.00037444441197792127,-0.09002238397712645,15.469778196132136
0.027669340439876143,7.2006372795823,-30.990019284054263,0.00037461059634726887,-0.08620315645177205,14.810304276110076
0.2584633711540049,7.586066379229276,-32.69921790405681,0.00037464087459807666,-0.06107449153054506,15.677868850866744
0.029097879568954276,8.024195531767289,-22.42445328858317,0.0003751333061658342,2.6690320825465967,25.176277259167072
0.03188035386398618,7.416829165480412,-22.069265528670346,0.00037501885548945225,2.62653548186225,24.77783493194539
0.016949993442550458,8.619000585348944,-25.045582240497282,0.0003755923741831644,6.788653521432844,25.274953088247422
0.01566816709391309,8.260288497645167,-33.255435210661986,0.0003746289405248739,-0.09248031528803065,15.893358880651906
0.054278113444968384,7.6183524003836345,-32.98957779426793,0.0003747618992440128,-0.06164839792612693,15.817148558258399
0.0982078188849043,7.750437722982863,-22.12577015248259,0.0003749643030518093,1.7467822153538637,25.62374235679207
0.02877108743627064,7.473194597424502,-22.031898338636196,0.00037534231786688036,2.9964892869538686,24.631221642883148
