id,ra,dec,nobs,t0,z,lightcurve,params,const,ar.L1,sigma2
0.0,96.14555496810341,-20.344413826724566,816.0,60980.00158187724,0.1,"              mjd filter           flux  ...  survey_idx  obs_idx  is_saturated
0    61020.332446      i  478970.127380  ...           0    15525         False
1    61024.061773      r  513305.344771  ...           0    17209         False
..            ...    ...            ...  ...         ...      ...           ...
814  64620.327342      r  510809.567834  ...           0  2015523         False
815  64624.268387      g  552757.891821  ...           0  2016994         False

[816 rows x 8 columns]","{'NumpyRandomFunc:integers_2.low': 0, 'NumpyRandomFunc:integers_2.high': 2019461, 'NumpyRandomFunc:integers_2.function_node_result': 1816010, 'ra_dec_sampler.selected_table_index': 1816010, 'ra_dec_sampler.ra': array([96.14555497]), 'ra_dec_sampler.dec': array([-20.34441383]), 'ra_dec_sampler.time': 64299.318976841845, 'AGN_0.ra': array([96.14555497]), 'AGN_0.dec': array([-20.34441383]), 'AGN_0.redshift': 0.1, 'AGN_0.t0': 60980.00158187724, 'AGN_0.distance': 475822267.5121877, 'AGN_0.blackhole_mass': 100000000.0, 'AGN_0.edd_ratio': 0.25, 'AGN_0.inclination_rad': 0.8786042693538526, 'AGN_0.blackhole_mass_gram': 1.988409870698051e+41, 'AGN_0.critical_accretion_rate': 1.4000000000000002e+26, 'AGN_0.blackhole_accretion_rate': 3.5000000000000004e+25, 'AGN_0.bolometric_luminosity': 3.1500000000000004e+45, 'AGN_0.mag_i': -23.745776384474, 'AGN_0.sf_inf_4000aa': 0.20796889612175742, 'AGN_0.tau_4000aa': 269.0901659644939, 'AGN_0.agn_seed': 4279618621, 'RedshiftDistFunc:redshift_to_distance_3.redshift': 0.1, 'RedshiftDistFunc:redshift_to_distance_3.function_node_result': 475822267.5121877, 'NumpyRandomFunc:uniform_4.low': 0, 'NumpyRandomFunc:uniform_4.high': 1.5707963267948966, 'NumpyRandomFunc:uniform_4.function_node_result': 0.8786042693538526, 'FunctionNode:<lambda>_5.m_sun': 100000000.0, 'FunctionNode:<lambda>_5.function_node_result': 1.988409870698051e+41, 'FunctionNode:compute_critical_accretion_rate_6.blackhole_mass': 1.988409870698051e+41, 'FunctionNode:compute_critical_accretion_rate_6.function_node_result': 1.4000000000000002e+26, 'FunctionNode:compute_blackhole_accretion_rate_7.accretion_rate': 1.4000000000000002e+26, 'FunctionNode:compute_blackhole_accretion_rate_7.edd_ratio': 0.25, 'FunctionNode:compute_blackhole_accretion_rate_7.function_node_result': 3.5000000000000004e+25, 'FunctionNode:compute_bolometric_luminosity_8.edd_ratio': 0.25, 'FunctionNode:compute_bolometric_luminosity_8.blackhole_mass': 1.988409870698051e+41, 'FunctionNode:compute_bolometric_luminosity_8.function_node_result': 3.1500000000000004e+45, 'FunctionNode:compute_mag_i_9.bolometric_luminosity': 3.1500000000000004e+45, 'FunctionNode:compute_mag_i_9.function_node_result': -23.745776384474, 'FunctionNode:compute_sf_inf_4000aa_10.mag_i': -23.745776384474, 'FunctionNode:compute_sf_inf_4000aa_10.blackhole_mass': 1.988409870698051e+41, 'FunctionNode:compute_sf_inf_4000aa_10.function_node_result': 0.20796889612175742, 'FunctionNode:compute_tau_4000aa_11.mag_i': -23.745776384474, 'FunctionNode:compute_tau_4000aa_11.blackhole_mass': 1.988409870698051e+41, 'FunctionNode:compute_tau_4000aa_11.function_node_result': 269.0901659644939, 'NumpyRandomFunc:integers_12.low': 0, 'NumpyRandomFunc:integers_12.high': 4294967295, 'NumpyRandomFunc:integers_12.function_node_result': 4279618621}",,,
,,,,,,,,510576.67351415736,0.1786943177313567,185181099.08874986
,,,,,,,,729400.705739136,0.37036514984589597,434033514.6911199
,,,,,,,,627866.140175236,0.1967683667069794,324217788.07215333
,,,,,,,,624418.6739957059,0.35960608473773203,335440692.13274837
,,,,,,,,361322.81542504847,0.14177541702638888,94867446.02086577
,,,,,,,,807908.4547320628,0.35453041084082376,518950167.9986205
,,,,,,,,476821.5995649066,0.28658996149853533,180954657.10632482
,,,,,,,,672815.5928605688,0.19315108931680022,347515726.4553489
,,,,,,,,549136.3411700114,0.20723770403064035,223221323.35165158
,,,,,,,,803811.4784648815,0.26656160496376186,505358445.08722776
,,,,,,,,597674.9397398458,0.23912712462946065,289709861.00631624
,,,,,,,,650897.4893425251,0.2626326192459105,328469343.59916794
,,,,,,,,744824.8216379228,0.3160749953905649,459154217.187053
,,,,,,,,783754.56445723,0.27787409497967763,454968731.74737406
,,,,,,,,800315.0991249327,0.3120697539308977,507774189.0585178
,,,,,,,,644509.6349363116,0.2898316118262408,337278555.2108251
,,,,,,,,759333.8708199845,0.2514429048132638,466078678.9075179
,,,,,,,,124917.08785295981,0.23695569986069043,13152321.042721754
,,,,,,,,749935.9884965185,0.21828304361484827,448808694.3431013
,,,,,,,,673492.5305817657,0.33007559185128427,375404129.54825294
,,,,,,,,172679.68804842737,0.2632280274907831,22271310.10583963
,,,,,,,,202711.13768113847,0.2773712133033846,33378770.517639384
,,,,,,,,676375.3302769131,0.2670164338289306,357337561.3036759
,,,,,,,,316475.3564446394,0.23395433620185807,79859421.85289742
,,,,,,,,77861.53886249002,0.24000161675349108,4703678.102382272
,,,,,,,,373428.8902654864,0.2678671737650994,107144206.06141058
,,,,,,,,524175.10553774604,0.31063916044750034,227316110.53159893
,,,,,,,,94745.24012960064,0.2799953624946937,7083092.080135266
,,,,,,,,730208.7177455192,0.26714334827043495,397197033.77784765
,,,,,,,,157858.12395917604,0.2328924399979065,21600118.821616128
,,,,,,,,182270.84831280526,0.2150647639297849,26909980.789809566
,,,,,,,,715001.0504263963,0.20086353987530634,379724392.1803389
,,,,,,,,71625.5067946936,0.1940457369005588,3853705.8506923383
,,,,,,,,599805.2698819528,0.34329519024697464,316818911.7020489
,,,,,,,,774518.5572529843,0.23142216624524972,503722148.05937064
,,,,,,,,812762.2727722456,0.2810243562921367,497223572.21565485
,,,,,,,,186654.70659188664,0.2818074528739282,28207464.352854375
,,,,,,,,101493.88360861472,0.20023564316131043,7801334.107197774
,,,,,,,,242680.62469629128,0.2636729425400243,47667767.19659591
,,,,,,,,750163.6724747593,0.30516486745800064,470631047.7825349
,,,,,,,,234495.17115690792,0.2724146262954162,42465255.99845546
,,,,,,,,230577.99232300755,0.292583833322846,40421307.59852997
,,,,,,,,368969.5720011939,0.18305356353477753,103536429.82605179
,,,,,,,,715865.1312590557,0.27059530583755265,385711895.6143078
,,,,,,,,510309.2471153077,0.2446479556505752,219121608.51332247
,,,,,,,,644524.1574927061,0.3327458518045242,353345810.5636787
,,,,,,,,664471.6259587806,0.2661848886777843,350765327.62716216
,,,,,,,,652453.1550724311,0.2717732672874934,330995409.06275254
,,,,,,,,794791.5289314075,0.2663331032407449,512222262.83126986
,,,,,,,,767398.0519174567,0.2431160482593528,455714766.89450604
,,,,,,,,785561.078150103,0.32254276014426736,501589736.1224829
,,,,,,,,546676.4939683826,0.23783304591182144,236647306.49144778
,,,,,,,,791281.0950429514,0.2905846568467021,457466419.9793854
,,,,,,,,174840.83823369988,0.2835966826749929,24230756.5815661
,,,,,,,,810413.3267847813,0.19157290276734987,506081324.4151834
,,,,,,,,694378.9068187247,0.20017440346614357,368126935.30920696
,,,,,,,,519366.8876233564,0.24803344849070363,212800393.52534795
,,,,,,,,784422.7322861092,0.19529173593139032,518542303.39745647
,,,,,,,,783904.3345090437,0.34567845479683235,478121481.8860314
,,,,,,,,549503.9359036658,0.28489737289420775,249143832.80929217
,,,,,,,,539396.4930922212,0.16005897640007283,207896412.40285027
,,,,,,,,609941.5206967205,0.16182039436837206,266512063.2462352
,,,,,,,,742548.608871443,0.29931747722673147,445729774.9443877
,,,,,,,,584234.1937167773,0.3006496706741653,282124663.07488275
,,,,,,,,646466.9334488172,0.19420673772499067,317813996.5664774
,,,,,,,,147494.64736525118,0.252310488388042,17316281.843604818
,,,,,,,,274149.44261675683,0.24664658209690532,56731099.70170422
,,,,,,,,638827.5997316903,0.22329994263509212,327243583.00511193
,,,,,,,,813484.0991522662,0.08982258849029674,474089579.5834556
,,,,,,,,117334.2811097798,0.29989163599761054,11338753.01638189
,,,,,,,,448077.52429317555,0.2629456355656732,158946847.6627471
,,,,,,,,300218.47745977517,0.18339709866895865,68542887.63437344
,,,,,,,,767495.1415724758,0.1750034162411801,446989862.06926745
,,,,,,,,631734.2256224173,0.17982067729533494,301522763.20453495
,,,,,,,,609114.3027873676,0.1871724006298486,276541247.3555924
,,,,,,,,810516.4659311392,0.24015912473450618,513155109.56992143
,,,,,,,,630507.8913742577,0.1953069633006179,314789276.2278468
,,,,,,,,182613.26624075364,0.17084217813314168,26165215.68754472
,,,,,,,,14769.544605128072,0.25176657792701496,170010.52659491674
,,,,,,,,103346.58866425029,0.28674506093742635,8711644.316705618
,,,,,,,,798967.4926240162,0.1919176696337441,480259577.94337445
,,,,,,,,758582.904230578,0.21562214371275115,435290080.6024286
,,,,,,,,739372.3330466881,0.28524853988620935,430372312.7243693
,,,,,,,,655944.4978147027,0.23510223431375366,331510918.864289
,,,,,,,,798125.8181135628,0.21125706368728375,510129271.8939517
,,,,,,,,426159.377274471,0.29213459920518886,141379464.351536
,,,,,,,,497255.2404634418,0.31138899632731454,185236528.83182967
,,,,,,,,178796.53299561798,0.25746026973842684,25872744.80787316
,,,,,,,,225115.51147061406,0.28689869115773814,38801906.864639975
,,,,,,,,809696.7144898049,0.27184626036998527,490318809.24581844
,,,,,,,,634265.0235364329,0.3608189331405012,316744034.3180817
,,,,,,,,637973.511886288,0.17260342673861362,292312429.8279061
,,,,,,,,786587.600171555,0.12340053422360209,445702422.36674845
,,,,,,,,522807.0619395558,0.246553562187283,194811319.16524148
,,,,,,,,154021.59686336556,0.26730378123289655,18420498.86095462
,,,,,,,,768270.9046392571,0.2510926658931624,452107168.76620626
,,,,,,,,288239.06812319456,0.26426148005562106,58832843.07104477
,,,,,,,,531110.1444102946,0.17658457851525688,217754597.00614262
,,,,,,,,642384.390036558,0.2782754238806073,294646176.772052
,,,,,,,,359858.23316842964,0.2707067575295964,99104532.67625119
,,,,,,,,466592.6797185538,0.28313536019280566,160929133.55092284
,,,,,,,,254183.4211283316,0.3176672461908193,51741425.082530014
,,,,,,,,800681.1781562077,0.26559312151196274,524947086.1967917
,,,,,,,,746592.9598358271,0.23758960690778344,447944747.05385387
,,,,,,,,718656.7383276981,0.24384636931213338,383775010.5996409
,,,,,,,,677176.2963126443,0.17500399223941887,341407100.36291987
,,,,,,,,170737.56801888466,0.2173973305169635,22174359.18629958
,,,,,,,,546711.7714640363,0.19592975312892366,231130748.02671862
,,,,,,,,398441.1545179884,0.3030106676842744,120999064.89104235
,,,,,,,,442010.0633135193,0.16290219341932197,137078174.4276534
,,,,,,,,169700.73630979148,0.21122329621904098,22042150.270667665
,,,,,,,,446161.35053926543,0.19552265927071255,153364822.19197527
,,,,,,,,225684.03168301028,0.23818768003377097,39894246.04672027
,,,,,,,,774666.1361652641,0.20549496293319736,478412410.5122346
,,,,,,,,790605.005783321,0.20485726919312794,500690375.5121764
,,,,,,,,321002.7147859018,0.15719812969675467,76408372.27701926
,,,,,,,,674170.6927305899,0.2369705086897216,342946310.5261022
,,,,,,,,324611.17826546606,0.23889380173222233,86310147.65024686
,,,,,,,,707261.7301215488,0.24091332173153793,402011441.4738425
,,,,,,,,602382.7083383914,0.20608411821914632,263693772.11362284
,,,,,,,,19694.40575304386,0.20863968163245686,288886.53756366187
,,,,,,,,789504.8373861399,0.21310716201625907,489967881.8578352
,,,,,,,,481933.8666266625,0.2158482330816368,185973382.00279284
,,,,,,,,809581.760673766,0.1975671418531251,457138554.9701047
,,,,,,,,650378.6360422161,0.2735680158853187,336044436.07992494
,,,,,,,,787547.1498613262,0.2730316368269535,471199151.84196806
,,,,,,,,813633.482495364,0.18113931572753741,513549823.144466
,,,,,,,,220017.34429692256,0.3386703172876621,41795434.95720345
,,,,,,,,777708.639865116,0.19964711862142182,460225634.1585312
,,,,,,,,601701.7518056388,0.2672794024619215,258741948.30295727
,,,,,,,,777993.1075042922,0.24322188227944963,465728253.69995975
,,,,,,,,231222.73418425897,0.22444453075667992,38958343.593026385
,,,,,,,,316530.24879118364,0.24964541547479463,77277490.64876817
,,,,,,,,415933.9866988936,0.22922322926166497,135143457.99981606
,,,,,,,,526878.4733341637,0.3280439720661932,220349496.90600798
,,,,,,,,80809.64283724547,0.26443005744624404,5172086.455686521
,,,,,,,,449885.738809724,0.28734188321448634,164384947.68382177
,,,,,,,,149401.8881161008,0.25340798525849284,17154841.959078606
,,,,,,,,651513.6604980159,0.2563344998394905,340216350.24702317
,,,,,,,,766231.4486908522,0.2636782288987583,454286805.6240731
,,,,,,,,460795.808980049,0.1654617709775164,151668079.57485372
,,,,,,,,392010.8935546337,0.19408661774903957,112109426.6443346
,,,,,,,,461716.2964288902,0.30593969256427234,174133211.84579042
,,,,,,,,814011.1296120406,0.24871664815886083,496783853.5844027
,,,,,,,,471451.0002916568,0.22128360699857336,169514505.1524277
,,,,,,,,807281.4247337871,0.20654064234638078,479941548.0015385
,,,,,,,,323433.4294133516,0.1972680669432524,83232353.56195806
,,,,,,,,693541.9308768328,0.20017138884622648,354968394.2827114
,,,,,,,,751495.3926433969,0.20740045758475983,390046363.0778654
,,,,,,,,703478.5192301045,0.23152763417632619,360089890.7700582
,,,,,,,,174666.61335587586,0.31132892335763185,23944285.1557458
,,,,,,,,45415.178877319886,0.19882447938861408,1541231.5117815118
,,,,,,,,757825.7224074039,0.2384885291855428,420229785.9658965
,,,,,,,,773442.3315172341,0.2547629559313077,476404157.817772
,,,,,,,,785048.0281283768,0.2750906612380577,504078185.7376772
,,,,,,,,734360.6821028916,0.21328653634531966,417032582.5019593
,,,,,,,,752869.0625359989,0.2338135586648079,444845358.65540063
,,,,,,,,506317.8161406607,0.2919291976958832,223169653.98200467
,,,,,,,,765570.1701792175,0.2851822521099808,438792847.27121013
,,,,,,,,681764.8606174819,0.1810420861647373,343807948.7932551
,,,,,,,,668228.0811819609,0.2273865552227485,367828052.1274788
,,,,,,,,803997.3572063377,0.30670659296050107,552461881.7738274
,,,,,,,,730415.5513067424,0.1494192447151399,417142595.28762907
,,,,,,,,565533.9285701946,0.23177789256180298,242855673.45900875
,,,,,,,,771016.6455660803,0.24213280088683795,478743517.4852742
,,,,,,,,240116.8276303867,0.21121065993256563,45884911.48889284
,,,,,,,,446527.47640444286,0.2876985924773285,152014279.79091874
,,,,,,,,719936.4002760549,0.2592682456410365,413538142.6884606
,,,,,,,,676776.8540446976,0.2834503372843273,381343459.4712153
,,,,,,,,758296.4466934461,0.19470486617568275,437148506.89100087
,,,,,,,,676550.4774703393,0.30181541414178903,352725505.5077785
,,,,,,,,761986.698071898,0.25442036719312777,428101893.28265697
,,,,,,,,432067.7356655378,0.16437892792678024,143748781.63306764
,,,,,,,,85685.0189261586,0.24240621519495026,5412990.303684872
,,,,,,,,668490.1429208036,0.12025819569400337,331591243.5339035
,,,,,,,,732880.8753002011,0.23329694148539065,432897785.69207686
,,,,,,,,577142.1060541784,0.17145199426562854,234801600.11659265
,,,,,,,,814049.7443460947,0.21999197242626403,526068263.20172155
,,,,,,,,540416.3951565991,0.2271812986974917,232086507.82245412
,,,,,,,,455123.57084362424,0.25607588432963696,166417920.7636229
,,,,,,,,386134.37679859175,0.23545043236998503,111586567.68734367
,,,,,,,,107714.22462608624,0.15172752681114504,8443403.344545526
,,,,,,,,812689.7455256343,0.17053775565246312,505845573.0272884
,,,,,,,,703678.5994884857,0.20804546789243367,393672231.85009366
,,,,,,,,153642.6907931526,0.25820856102608897,18496293.342020337
,,,,,,,,7328.663526613204,0.18180859982048658,39640.280006795285
,,,,,,,,213684.5722674565,0.3274456773529098,36269148.27045028
,,,,,,,,652377.6227540402,0.19887236873629532,330704374.0582267
,,,,,,,,479241.71615633613,0.23736885922507844,182091106.87824148
,,,,,,,,39738.94853654101,0.17821184201507048,1194461.295256722
,,,,,,,,811695.9515186618,0.2714706004690253,527422027.8939078
,,,,,,,,688291.4102352398,0.2660918658281907,354047511.98003346
,,,,,,,,690955.0703935194,0.15407905472636083,359094328.9338709
,,,,,,,,813914.6952883248,0.17416441240365446,542770043.2437181
,,,,,,,,760801.5557444912,0.17874211736902593,417220251.32369673
,,,,,,,,333450.7820418104,0.19725207096484607,89870657.18825585
,,,,,,,,558001.560305049,0.24536071691969366,245109082.91942346
,,,,,,,,492201.7712469248,0.2471120908770975,186702072.62407428
,,,,,,,,118481.24662384686,0.14879884806476223,10510232.068425208
,,,,,,,,806116.1853428467,0.24587318093952912,513975787.6842716
,,,,,,,,45605.86922529798,0.22502051350211866,1519454.8472084985
,,,,,,,,596045.0941749656,0.29562753244639256,287034603.50544083
,,,,,,,,416603.0047578245,0.3218204490843128,141217678.1388277
,,,,,,,,714605.4215669458,0.3267773194984537,400465170.88203573
,,,,,,,,328971.91333409864,0.25874125613403043,87244481.08850153
,,,,,,,,723068.2641796898,0.27080453890672024,418552252.2265949
,,,,,,,,622243.2808996704,0.290543539750972,328229556.2968793
,,,,,,,,605957.8177493396,0.2646375330623121,296095885.54432416
,,,,,,,,409754.4010163367,0.21293683100715752,122650000.12360032
,,,,,,,,468496.00689888635,0.27258332951171704,170711170.2254363
,,,,,,,,184795.06563217132,0.21866836508099896,26965116.648881283
,,,,,,,,379000.685080912,0.3700416005838891,112674933.00127257
,,,,,,,,813733.1013298441,0.22520883770940772,517689849.9529035
,,,,,,,,806417.9368426786,0.3025417765116281,528877449.0871359
,,,,,,,,611148.3299394229,0.17775506230034085,267612857.36456853
,,,,,,,,742422.8080281054,0.2057184732746288,402815681.0042537
,,,,,,,,397086.50723744655,0.21239783807295695,120207794.57454537
,,,,,,,,219133.140627864,0.26790294681592425,38999807.81480181
,,,,,,,,269204.15035361383,0.21437102451972045,56566201.794776365
,,,,,,,,743016.1875331948,0.12814669501708625,395890218.0987088
,,,,,,,,694448.9747608149,0.20594755150702568,345110027.8843322
,,,,,,,,446907.90377730853,0.18633549641866687,154712089.59187615
,,,,,,,,813569.5534889858,0.26294977743543096,510159111.97747517
,,,,,,,,795635.8213364803,0.27762399227547085,485366658.7979645
,,,,,,,,810884.3463509864,0.2892451801102402,496305241.67861193
,,,,,,,,768818.2355988456,0.1890713406182446,444498088.6084284
,,,,,,,,806671.1990253688,0.21112865021968308,459261769.5790352
,,,,,,,,403072.22830794123,0.22380695436261866,122502009.013129
,,,,,,,,719007.7129901483,0.261127649076894,421798279.661497
,,,,,,,,735262.6657381271,0.18218683905855532,419872865.1142347
,,,,,,,,24557.30848424861,0.1799598996956562,470434.4528148964
,,,,,,,,647538.0805985936,0.16698255379759713,310106145.31007284
,,,,,,,,736639.1939061482,0.3680052476191848,481006791.97493684
,,,,,,,,98650.29125979012,0.2708880681279527,7206628.977731716
,,,,,,,,530405.4607704504,0.17811925969570797,209728509.13926002
,,,,,,,,739016.6237720022,0.27222849602106236,449700036.19593227
,,,,,,,,686898.452085024,0.23797230811263967,371786087.9750508
,,,,,,,,439669.86819137324,0.22815339107651839,154013922.90576962
,,,,,,,,423450.4548364878,0.3085653592151147,145364270.15880305
,,,,,,,,540864.3839247354,0.2532843741089145,235630500.8977903
,,,,,,,,811953.1141221653,0.1953797653138432,524375545.91515607
,,,,,,,,799889.9096267057,0.2224301830348364,501741262.21378994
,,,,,,,,810056.4909813603,0.2766848576661652,539220210.0909592
,,,,,,,,496910.6273342954,0.28307676420272354,201300799.97374645
,,,,,,,,665359.4997928286,0.24593949431704135,332154791.6258247
,,,,,,,,237673.17306097705,0.15488418420531766,42592836.76064818
,,,,,,,,366972.42715053365,0.24495706430690625,105459063.09120008
,,,,,,,,648500.182784152,0.18202444017147568,327105187.8397886
,,,,,,,,121670.59720563491,0.13482328097280796,11014064.279509364
,,,,,,,,674620.3762088792,0.18880352077032406,340186113.91270953
,,,,,,,,810605.8668504071,0.26557393912804744,501975965.5981992
,,,,,,,,617472.7826050887,0.22873907923704373,278074678.3357727
,,,,,,,,782831.0235095243,0.22490073875824437,444149109.0809108
,,,,,,,,501135.5614197701,0.2253937858929299,185102444.7561241
,,,,,,,,672528.575230692,0.2784490927665213,347852278.71680224
,,,,,,,,287264.489767389,0.26642385793621615,65125107.63175815
,,,,,,,,598302.4603559698,0.265226090895616,287211835.88188124
,,,,,,,,43303.98523157415,0.22656185954527316,1527612.2917939026
,,,,,,,,450686.03912238684,0.29802639173499773,161863814.24903974
,,,,,,,,809350.3833442206,0.1650135500003741,479645225.9827411
,,,,,,,,572033.8492977731,0.1683622620678185,253590718.30776706
,,,,,,,,406250.67584592546,0.23926818347405038,136008110.82881474
,,,,,,,,12939.19450828044,0.22929814932848222,132073.84106768653
,,,,,,,,380952.3196075232,0.27935868217326854,110983902.76960468
,,,,,,,,337960.5170007259,0.214497882841428,87145907.72370794
,,,,,,,,673459.5239347949,0.2899935147196962,340883944.458386
,,,,,,,,711677.3308635592,0.12659060895788637,359772961.845446
,,,,,,,,156885.99450347337,0.2418856070008312,18589274.473291814
,,,,,,,,63122.33161335647,0.20916484018428275,3189884.6896814792
,,,,,,,,386561.9754009084,0.22091185216462,115621642.90867473
,,,,,,,,812937.4926963355,0.23304456455031589,543326570.8833269
,,,,,,,,774997.899053653,0.20504919037867708,448209650.323673
,,,,,,,,56878.66553391967,0.26375355928692323,2456466.385240855
,,,,,,,,795117.24856609,0.16086421458276273,473826859.72489023
,,,,,,,,253254.08551264857,0.22232141614819853,51071607.341426305
,,,,,,,,483508.10739532526,0.24829108456132742,186261472.75002417
,,,,,,,,514822.66802604415,0.21646024657297788,199772774.5946812
,,,,,,,,812745.4139615885,0.19536684401621604,507082332.3698582
,,,,,,,,335045.7647001683,0.17059282448681695,80032895.75642496
,,,,,,,,802985.7037245226,0.21961468615963817,538957664.5576459
,,,,,,,,69065.36685859943,0.2383781671418231,3795804.6618380793
,,,,,,,,115665.78472729596,0.34628885571882867,10416658.958068404
,,,,,,,,645495.9579488264,0.23697282199473035,327911637.46336126
,,,,,,,,379548.67492417817,0.17988423279310906,108599890.43915696
,,,,,,,,312094.9262071652,0.11603414377207419,69203403.75875798
,,,,,,,,796271.4634007874,0.22371265875110466,480698376.6433441
,,,,,,,,297077.5196075326,0.20774861260240335,68920712.33386105
,,,,,,,,780301.5632344884,0.21932516002890176,452982670.86905044
,,,,,,,,814063.5459595261,0.2664777349203007,542648255.9371544
,,,,,,,,743603.9450827206,0.20377895486622294,444081453.53768927
,,,,,,,,604604.3737684685,0.21716547131317046,266737410.08384454
,,,,,,,,809985.1274961627,0.14463169068728973,480326424.97327083
,,,,,,,,461472.30469897285,0.2100273228011069,164231411.79016834
,,,,,,,,463565.52913188183,0.286567379498905,166693291.79610172
,,,,,,,,489423.36130160216,0.21049040882148146,195520926.04535055
,,,,,,,,757396.4858688476,0.3277207889782827,474132232.09730154
,,,,,,,,722665.0288576101,0.244084473337109,424176304.78485656
,,,,,,,,544733.6913737843,0.2968860225324972,241273687.75129774
,,,,,,,,794891.2235865032,0.20696913216453222,488289665.8465707
,,,,,,,,548071.9613767562,0.21179936929274495,243228346.53916064
,,,,,,,,238611.0615596099,0.20486333746230107,41992061.13135437
,,,,,,,,775928.3286346942,0.2400143962268003,479401087.6975153
,,,,,,,,780511.7073315005,0.2368615001020395,454499339.9011786
,,,,,,,,90656.84154320043,0.21882888237245435,5904564.329697668
,,,,,,,,812110.5963105166,0.2356151182067277,536258836.39847577
,,,,,,,,294380.9263175669,0.16779261742875776,62203533.71208525
,,,,,,,,587363.1784017181,0.2098768881075706,268236965.5718329
,,,,,,,,618677.4732678205,0.21760981641957688,279641565.55796236
,,,,,,,,482076.76660677214,0.2310267930876581,174623804.10368952
,,,,,,,,629107.4036092681,0.19951931317984486,298303311.3648052
,,,,,,,,808938.5109070112,0.20026001476669428,484001862.2287221
,,,,,,,,779513.3868049578,0.33184793775636895,517376386.15648085
,,,,,,,,786246.7571089062,0.2987406112074907,516180196.2668388
,,,,,,,,681256.4105140299,0.29076824682938407,348398447.5406488
,,,,,,,,631865.7847644188,0.22150989488442474,287678719.19842625
,,,,,,,,664547.9619889867,0.23792891376932682,356334613.8401459
,,,,,,,,714905.8705657679,0.16399232387941906,378298692.9546893
,,,,,,,,679733.9907183186,0.32984199349326543,392946391.15860176
,,,,,,,,74220.50617141732,0.22819444542088926,4183547.8574292623
,,,,,,,,213895.47138855554,0.1944755243889256,36424058.330267236
,,,,,,,,809181.6440740875,0.2835213262185615,488510908.5318957
,,,,,,,,800122.1493399863,0.2566760922361392,494564942.4784186
,,,,,,,,649628.8049719186,0.23398514014117816,309671099.89062154
,,,,,,,,812373.7915081002,0.1945566212674562,495488975.2507565
,,,,,,,,799375.6564070692,0.19659793164453854,475718546.68172234
,,,,,,,,5205.518658564587,0.31244756429948567,21138.311085173085
,,,,,,,,750945.02511257,0.21765282653196094,423808413.3506828
,,,,,,,,811115.4797148062,0.23802177690571372,546991988.6880002
,,,,,,,,770201.3984782211,0.23825662886013843,477280929.15220726
,,,,,,,,652860.3407502116,0.32352266696585996,338157848.7172437
,,,,,,,,809448.7851912602,0.2658283909499658,484528142.96644306
,,,,,,,,573434.3382666202,0.3469802527266154,270002644.02877134
,,,,,,,,725771.9679167124,0.3247881061774926,445948455.47482806
,,,,,,,,251018.1297797504,0.18496073837828914,47287720.84666247
,,,,,,,,517238.1526073018,0.20464663117695178,209741538.61535057
,,,,,,,,707602.5498750644,0.20715724258982987,374706123.4116546
,,,,,,,,467214.2772763762,0.17279793568421165,166392342.94976398
,,,,,,,,694471.7848952053,0.22664368238760227,357300232.7616335
,,,,,,,,579284.074821967,0.28187924925199637,262961939.44814456
,,,,,,,,763602.3015078169,0.15684669319467692,424051078.1250717
,,,,,,,,804376.3743760799,0.19871513627503123,489834516.351344
,,,,,,,,76209.2445213365,0.21231103796655998,4551919.280375116
,,,,,,,,780871.9664561132,0.28721684618653864,497562085.5293536
,,,,,,,,811610.2339217566,0.28288537118680984,523779441.9747958
,,,,,,,,130918.92693510329,0.16102219316837332,13712444.373466756
,,,,,,,,77254.75581185849,0.25807246488882235,4664724.878067902
,,,,,,,,751512.0760554865,0.21774897386303016,405805564.9187728
,,,,,,,,36304.706932793706,0.21558402034529006,976235.5529135765
,,,,,,,,765530.0049759735,0.24211666750030322,472902302.91334647
,,,,,,,,561181.2628487026,0.24630231886433285,243894365.6268479
,,,,,,,,551938.0653752212,0.22007284168161223,227394547.32586274
,,,,,,,,807191.0512228605,0.2759058930865681,482515812.8276477
,,,,,,,,179436.97684093352,0.23486199877163236,23236187.690633312
,,,,,,,,268047.86767603137,0.1598275650714259,54869054.28371264
,,,,,,,,689439.9082478645,0.2610547082361644,382687319.07150716
,,,,,,,,807143.9056647778,0.18607421520127607,485822241.46067584
,,,,,,,,798930.6020667857,0.25240275546024815,497679793.19844556
,,,,,,,,489998.3398326506,0.23210369090551788,176234809.4759575
,,,,,,,,362518.1511669526,0.30034666598778326,105599487.69005425
,,,,,,,,170650.21851132644,0.2325584716466583,23185280.22844491
,,,,,,,,408032.3885779974,0.25836300037562976,127285250.77501304
,,,,,,,,259952.58969994896,0.25768998606524346,51123456.80756476
,,,,,,,,193317.69418377333,0.23219461138330644,27932143.562674593
,,,,,,,,263066.346136395,0.22948735798857503,53420781.52493189
,,,,,,,,718766.3405087943,0.2999846867371817,441170127.74717945
,,,,,,,,699831.9118685558,0.1896608079262032,374651007.8062556
,,,,,,,,410436.8566990315,0.2262735758294937,128266789.90381177
,,,,,,,,763209.4282894557,0.23637449150662837,457632595.82411593
,,,,,,,,259528.30028071845,0.25111013864702797,59357712.58021456
,,,,,,,,589815.2606471202,0.23350387270699466,261417450.20312917
,,,,,,,,811820.9424412223,0.32156846437738523,549764699.4599994
